"Time","Sonar Distance Measure (mm)"
2023-10-19 04:20:12,1305
2023-10-19 04:30:13,1255
2023-10-19 04:40:12,1240
2023-10-19 04:50:12,1295
2023-10-19 05:00:13,1410
2023-10-19 05:10:12,1540
2023-10-19 05:20:12,1690
2023-10-19 05:30:13,1880
2023-10-19 05:40:13,2005
2023-10-19 05:50:12,2150
2023-10-19 06:00:13,2375
2023-10-19 06:10:13,2645
2023-10-19 06:20:12,2855
2023-10-19 06:30:13,3055
2023-10-19 06:40:13,3240
2023-10-19 15:50:12,1635
2023-10-19 16:00:13,1445
2023-10-19 16:10:13,1305
2023-10-19 16:20:12,1200
2023-10-19 16:30:12,1110
2023-10-19 16:40:13,1055
2023-10-19 16:50:12,1060
2023-10-19 17:00:12,1115
2023-10-19 17:10:13,1190
2023-10-19 17:20:12,1315
2023-10-19 17:30:13,1440
2023-10-19 17:40:13,1610
2023-10-19 17:50:12,1825
2023-10-19 18:00:13,1950
2023-10-19 18:10:13,2140
2023-10-19 18:20:12,2360
2023-10-19 18:30:18,2575
2023-10-19 18:40:13,2750
2023-10-19 18:50:12,2995
2023-10-19 19:00:13,3160
2023-10-19 19:10:13,3345
2023-10-20 04:20:12,1440
2023-10-20 04:30:13,1305
2023-10-20 04:40:12,1175
2023-10-20 04:50:13,1080
2023-10-20 05:00:13,1010
2023-10-20 05:10:12,1010
2023-10-20 05:20:13,1035
2023-10-20 05:30:13,1080
2023-10-20 05:40:12,1195
2023-10-20 05:50:12,1345
2023-10-20 06:00:13,1510
2023-10-20 06:10:12,1600
2023-10-20 06:20:13,1800
2023-10-20 06:30:13,2025
2023-10-20 06:40:12,2265
2023-10-20 06:50:12,2465
2023-10-20 07:00:13,2675
2023-10-20 07:10:12,2870
2023-10-20 07:20:12,3030
2023-10-20 07:30:13,3190
2023-10-20 16:40:13,1640
2023-10-20 16:50:12,1500
2023-10-20 17:00:14,1425
2023-10-20 17:10:13,1365
2023-10-20 17:20:12,1330
2023-10-20 17:30:13,1310
2023-10-20 17:40:13,1330
2023-10-20 17:50:12,1430
2023-10-20 18:00:13,1580
2023-10-20 18:10:13,1680
2023-10-20 18:20:12,1745
2023-10-20 18:30:13,1940
2023-10-20 18:40:13,2160
2023-10-20 18:50:12,2385
2023-10-20 19:00:12,2585
2023-10-20 19:10:13,2780
2023-10-20 19:20:12,2980
2023-10-20 19:30:12,3155
2023-10-21 04:40:13,1915
2023-10-21 04:50:12,1705
2023-10-21 05:00:13,1580
2023-10-21 05:10:12,1490
2023-10-21 05:20:17,1420
2023-10-21 05:30:13,1335
2023-10-21 05:40:17,1315
2023-10-21 05:50:13,1310
2023-10-21 06:00:13,1360
2023-10-21 06:10:12,1445
2023-10-21 06:20:12,1600
2023-10-21 06:30:13,1710
2023-10-21 06:40:12,1790
2023-10-21 06:50:13,1960
2023-10-21 07:00:12,2170
2023-10-21 07:10:13,2385
2023-10-21 07:20:13,2585
2023-10-21 07:30:12,2795
2023-10-21 07:40:13,2960
2023-10-21 07:50:13,3170
2023-10-21 08:00:12,3315
2023-10-21 17:10:12,1935
2023-10-21 17:20:13,1775
2023-10-21 17:30:13,1625
2023-10-21 17:40:12,1540
2023-10-21 17:50:13,1490
2023-10-21 18:00:13,1470
2023-10-21 18:10:12,1460
2023-10-21 18:20:13,1505
2023-10-21 18:30:12,1595
2023-10-21 18:40:13,1720
2023-10-21 18:50:13,1740
2023-10-21 19:00:13,1865
2023-10-21 19:10:13,2065
2023-10-21 19:20:13,2265
2023-10-21 19:30:13,2450
2023-10-21 19:40:12,2635
2023-10-21 19:50:13,2810
2023-10-21 20:00:13,3000
2023-10-21 20:10:12,3155
2023-10-22 05:20:12,2455
2023-10-22 05:30:13,2305
2023-10-22 05:40:12,2155
2023-10-22 05:50:12,2055
2023-10-22 06:00:13,1955
2023-10-22 06:10:13,1855
2023-10-22 06:20:12,1725
2023-10-22 06:30:13,1730
2023-10-22 06:40:13,1770
2023-10-22 06:50:12,1830
2023-10-22 07:00:13,1890
2023-10-22 07:10:14,1965
2023-10-22 07:20:13,2085
2023-10-22 07:30:12,2095
2023-10-22 07:40:13,2235
2023-10-22 07:50:13,2425
2023-10-22 08:00:12,2640
2023-10-22 08:10:17,2805
2023-10-22 08:20:18,3015
2023-10-22 08:30:13,3145
2023-10-22 08:40:12,3300
2023-10-22 17:50:13,2320
2023-10-22 18:00:13,2175
2023-10-22 18:10:12,2080
2023-10-22 18:20:13,1905
2023-10-22 18:30:13,1745
2023-10-22 18:40:12,1655
2023-10-22 18:50:12,1610
2023-10-22 19:00:13,1580
2023-10-22 19:10:12,1540
2023-10-22 19:20:13,1545
2023-10-22 19:30:13,1590
2023-10-22 19:40:12,1685
2023-10-22 19:50:13,1755
2023-10-22 20:00:12,1810
2023-10-22 20:10:13,1935
2023-10-22 20:20:13,2115
2023-10-22 20:30:12,2315
2023-10-22 20:40:13,2480
2023-10-22 20:50:13,2670
2023-10-22 21:00:12,2825
2023-10-23 06:10:12,2240
2023-10-23 06:20:13,2160
2023-10-23 06:30:13,2060
2023-10-23 06:40:12,1965
2023-10-23 06:50:13,1900
2023-10-23 07:00:13,1865
2023-10-23 07:10:12,1870
2023-10-23 07:20:13,1855
2023-10-23 07:30:13,1870
2023-10-23 07:40:12,1865
2023-10-23 07:50:13,1910
2023-10-23 08:00:13,1980
2023-10-23 08:10:12,2095
2023-10-23 08:20:12,2125
2023-10-23 08:30:13,2185
2023-10-23 08:40:12,2310
2023-10-23 08:50:13,2510
2023-10-23 09:10:12,2810
2023-10-23 09:20:12,2965
2023-10-23 09:50:13,3420
2023-10-23 10:00:12,3590
2023-10-23 19:10:12,2520
2023-10-23 19:20:12,2370
2023-10-23 19:30:13,2210
2023-10-23 19:40:12,2090
2023-10-23 19:50:12,1960
2023-10-23 20:00:13,1810
2023-10-23 20:10:13,1740
2023-10-23 20:20:12,1650
2023-10-23 20:30:13,1590
2023-10-23 20:40:13,1550
2023-10-23 20:50:17,1560
2023-10-23 21:00:12,1615
2023-10-23 21:10:13,1685
2023-10-23 21:20:13,1750
2023-10-23 21:30:12,1845
2023-10-23 21:40:13,1975
2023-10-23 21:50:18,2040
2023-10-23 22:00:12,2185
2023-10-23 22:10:12,2360
2023-10-23 22:20:13,2570
2023-10-23 22:30:13,2695
2023-10-23 22:40:13,2920
2023-10-24 07:50:13,2575
2023-10-24 08:00:12,2445
2023-10-24 08:10:13,2360
2023-10-24 08:20:12,2270
2023-10-24 08:30:12,2160
2023-10-24 08:40:13,2020
2023-10-24 08:50:13,1950
2023-10-24 09:00:12,1890
2023-10-24 09:10:13,1870
2023-10-24 09:20:13,1855
2023-10-24 09:30:12,1840
2023-10-24 09:40:12,1835
2023-10-24 09:50:13,1880
2023-10-24 10:00:12,1970
2023-10-24 10:10:13,2050
2023-10-24 10:20:13,2090
2023-10-24 10:30:12,2215
2023-10-24 10:50:13,2550
2023-10-24 11:00:12,2745
2023-10-24 11:10:12,2900
2023-10-24 11:20:13,3040
2023-10-24 11:30:13,3205
2023-10-24 11:40:12,3370
2023-10-24 20:50:12,2440
2023-10-24 21:00:14,2270
2023-10-24 21:10:13,2105
2023-10-24 21:20:12,1920
2023-10-24 21:30:12,1730
2023-10-24 21:40:13,1615
2023-10-24 21:50:12,1540
2023-10-24 22:00:13,1445
2023-10-24 22:10:13,1350
2023-10-24 22:20:12,1335
2023-10-24 22:30:13,1315
2023-10-24 22:40:12,1375
2023-10-24 22:50:12,1415
2023-10-24 23:00:13,1470
2023-10-24 23:10:13,1565
2023-10-24 23:20:12,1715
2023-10-24 23:30:13,1905
2023-10-24 23:40:13,2045
2023-10-24 23:50:13,2145
2023-10-25 00:00:13,2325
2023-10-25 00:10:12,2530
2023-10-25 09:20:13,2060
2023-10-25 09:30:13,1895
2023-10-25 09:40:12,1780
2023-10-25 09:50:13,1705
2023-10-25 10:00:13,1645
2023-10-25 10:10:12,1595
2023-10-25 10:20:13,1515
2023-10-25 10:30:13,1455
2023-10-25 10:40:12,1445
2023-10-25 10:50:13,1460
2023-10-25 11:00:13,1460
2023-10-25 11:10:12,1530
2023-10-25 11:20:12,1615
2023-10-25 11:30:13,1725
2023-10-25 11:40:12,1850
2023-10-25 11:50:12,1990
2023-10-25 12:00:14,2040
2023-10-25 12:10:12,2200
2023-10-25 12:20:12,2375
2023-10-25 12:30:12,2555
2023-10-25 12:40:13,2785
2023-10-25 12:50:12,3025
2023-10-25 13:00:13,3155
2023-10-25 13:10:13,3335
2023-10-25 22:20:13,1920
2023-10-25 22:30:13,1700
2023-10-25 22:40:13,1520
2023-10-25 22:50:12,1370
2023-10-25 23:00:17,1255
2023-10-25 23:10:13,1120
2023-10-25 23:20:12,1010
2023-10-25 23:30:12,940
2023-10-25 23:40:13,940
2023-10-25 23:50:13,940
2023-10-26 00:00:12,985
2023-10-26 00:10:13,1025
2023-10-26 00:20:13,1115
2023-10-26 00:30:12,1275
2023-10-26 00:40:12,1460
2023-10-26 00:50:13,1665
2023-10-26 01:00:12,1875
2023-10-26 01:10:12,2075
2023-10-26 01:20:13,2215
2023-10-26 01:30:13,2390
2023-10-26 10:40:12,1830
2023-10-26 10:50:12,1710
2023-10-26 11:00:13,1590
2023-10-26 11:10:13,1505
2023-10-26 11:20:12,1380
2023-10-26 11:30:18,1260
2023-10-26 11:40:14,1165
2023-10-26 11:50:12,1130
2023-10-26 12:00:17,1105
2023-10-26 12:10:13,1105
2023-10-26 12:20:13,1155
2023-10-26 12:30:12,1255
2023-10-26 12:40:13,1400
2023-10-26 12:50:13,1530
2023-10-26 13:00:12,1685
2023-10-26 13:10:13,1895
2023-10-26 13:20:13,1995
2023-10-26 13:30:12,2170
2023-10-26 13:40:13,2385
2023-10-26 13:50:12,2595
2023-10-26 14:00:12,2810
2023-10-26 14:10:13,3035
2023-10-26 14:20:12,3210
2023-10-26 14:30:12,3385
2023-10-26 14:40:13,3530
2023-10-26 23:50:12,1330
2023-10-27 00:00:12,1145
2023-10-27 00:10:13,985
2023-10-27 00:20:13,845
2023-10-27 00:30:12,770
2023-10-27 00:40:13,720
2023-10-27 00:50:13,715
2023-10-27 01:00:12,775
2023-10-27 01:10:12,825
2023-10-27 01:20:13,940
2023-10-27 01:30:13,1095
2023-10-27 01:40:12,1315
2023-10-27 01:50:12,1540
2023-10-27 02:00:13,1820
2023-10-27 02:10:12,2025
2023-10-27 02:20:12,2230
2023-10-27 02:30:13,2370
2023-10-27 02:40:13,2570
2023-10-27 11:50:13,1410
2023-10-27 12:00:13,1275
2023-10-27 12:10:13,1125
2023-10-27 12:20:13,970
2023-10-27 12:30:12,845
2023-10-27 12:40:13,785
2023-10-27 12:50:12,761
2023-10-27 13:00:13,760
2023-10-27 13:10:13,790
2023-10-27 13:20:12,880
2023-10-27 13:30:13,1060
2023-10-27 13:40:12,1230
2023-10-27 13:50:13,1425
2023-10-27 14:00:12,1640
2023-10-27 14:10:13,1855
2023-10-27 14:20:13,2070
2023-10-27 14:30:12,2215
2023-10-27 14:40:14,2395
2023-10-27 14:50:13,2610
2023-10-27 15:00:13,2845
2023-10-27 15:10:13,3055
2023-10-27 15:20:13,3235
2023-10-27 15:30:13,3415
2023-10-28 00:40:18,985
2023-10-28 00:50:13,790
2023-10-28 01:00:13,640
2023-10-28 01:10:12,540
2023-10-28 01:20:12,470
2023-10-28 01:30:12,440
2023-10-28 01:40:12,465
2023-10-28 01:50:12,510
2023-10-28 02:00:12,600
2023-10-28 02:10:12,710
2023-10-28 02:20:13,940
2023-10-28 02:30:13,1190
2023-10-28 02:40:12,1450
2023-10-28 02:50:13,1710
2023-10-28 03:00:12,1965
2023-10-28 03:10:13,2210
2023-10-28 03:20:13,2345
2023-10-28 03:30:13,2555
2023-10-28 03:40:13,2785
2023-10-28 12:50:13,1025
2023-10-28 13:00:12,840
2023-10-28 13:10:13,650
2023-10-28 13:30:13,565
2023-10-28 13:40:13,560
2023-10-28 13:50:12,585
2023-10-28 14:00:13,670
2023-10-28 14:10:12,805
2023-10-28 14:20:13,980
2023-10-28 14:30:12,1205
2023-10-28 14:40:18,1440
2023-10-28 14:50:13,1690
2023-10-28 15:00:13,1950
2023-10-28 15:10:13,2175
2023-10-28 15:20:13,2295
2023-10-28 15:30:13,2485
2023-10-28 15:40:15,2720
2023-10-28 15:50:13,2940
2023-10-28 16:00:13,3145
2023-10-28 16:10:14,3335
2023-10-28 16:20:13,3515
2023-10-29 00:40:17,580
2023-10-29 00:50:12,480
2023-10-29 01:00:12,435
2023-10-29 01:10:17,410
2023-10-29 01:20:14,425
2023-10-29 01:30:12,485
2023-10-29 01:40:18,595
2023-10-29 01:50:13,780
2023-10-29 02:00:12,1020
2023-10-29 02:10:13,1270
2023-10-29 02:20:12,1520
2023-10-29 02:30:13,1790
2023-10-29 02:40:18,1960
2023-10-29 02:50:13,2110
2023-10-29 03:00:13,2320
2023-10-29 03:10:13,2565
2023-10-29 03:20:13,2760
2023-10-29 03:30:12,2965
2023-10-29 03:40:18,3165
2023-10-29 11:50:13,1830
2023-10-29 12:00:18,1555
2023-10-29 12:10:12,1300
2023-10-29 12:20:13,1055
2023-10-29 12:30:13,855
2023-10-29 12:40:12,645
2023-10-29 12:50:12,480
2023-10-29 13:00:14,385
2023-10-29 13:10:13,375
2023-10-29 13:20:16,380
2023-10-29 13:30:14,435
2023-10-29 13:40:17,545
2023-10-29 13:50:12,650
2023-10-29 14:00:15,885
2023-10-29 14:10:17,1145
2023-10-29 14:20:12,1365
2023-10-29 14:30:13,1585
2023-10-29 14:40:18,1715
2023-10-29 14:50:12,1890
2023-10-29 15:00:13,2100
2023-10-29 15:10:12,2365
2023-10-29 15:20:13,2610
2023-10-29 15:30:13,2775
2023-10-29 15:40:13,2970
2023-10-29 15:50:13,3150
2023-10-29 16:00:13,3340
2023-10-29 16:10:13,3460
2023-10-29 16:30:12,3695
2023-11-02 17:40:13,2630
2023-11-02 18:20:23,3175
2023-11-02 18:30:12,3285
2023-11-02 18:40:18,3380
2023-11-02 18:50:13,3440
2023-11-02 19:00:12,3510
2023-11-02 19:10:18,3525
2023-11-02 19:20:13,3540
2023-11-02 19:30:12,3610
2023-11-02 19:40:19,3625
2023-11-02 19:50:13,3630
2023-11-02 20:00:18,3655
2023-11-02 20:10:13,3665
2023-11-02 20:20:12,3640
2023-11-02 20:30:18,3600
2023-11-02 20:40:17,3670
2023-11-02 20:50:13,3630
2023-11-02 21:00:13,3650
2023-11-02 21:10:13,3680
2023-11-02 21:20:13,3660
2023-11-02 21:30:12,3695
2023-11-02 21:40:23,3680
2023-11-02 21:50:18,3675
2023-11-02 22:00:18,3695
2023-11-02 22:10:13,3640
2023-11-02 22:20:18,3660
2023-11-02 22:30:12,3660
2023-11-02 22:40:13,3660
2023-11-02 22:50:13,3690
2023-11-02 23:00:13,3655
2023-11-02 23:10:18,3655
2023-11-02 23:20:12,3695
2023-11-02 23:30:12,3675
2023-11-02 23:40:18,3675
2023-11-02 23:50:17,3725
2023-11-03 00:00:17,3685
2023-11-03 00:10:13,3690
2023-11-03 00:20:13,3705
2023-11-03 00:30:12,3690
2023-11-03 00:40:13,3695
2023-11-03 00:50:12,3680
2023-11-03 01:00:18,3635
2023-11-03 01:10:19,3555
2023-11-03 01:20:18,3405
2023-11-03 01:30:12,3180
2023-11-03 01:40:13,2940
2023-11-03 01:50:17,2700
2023-11-03 02:00:17,2500
2023-11-03 02:10:13,2335
2023-11-03 02:20:13,2130
2023-11-03 02:30:12,1955
2023-11-03 02:40:13,1770
2023-11-03 02:50:13,1700
2023-11-03 03:00:12,1535
2023-11-03 03:10:13,1320
2023-11-03 03:20:13,1145
2023-11-03 03:30:12,1055
2023-11-03 03:40:13,1010
2023-11-03 03:50:13,990
2023-11-03 04:00:12,960
2023-11-03 04:10:13,970
2023-11-03 04:20:13,1065
2023-11-03 04:30:12,1175
2023-11-03 04:40:13,1205
2023-11-03 04:50:13,1280
2023-11-03 05:00:12,1470
2023-11-03 05:10:13,1680
2023-11-03 05:20:12,1860
2023-11-03 05:30:13,2040
2023-11-03 05:40:13,2235
2023-11-03 05:50:12,2420
2023-11-03 06:00:13,2580
2023-11-03 06:10:12,2750
2023-11-03 06:20:12,2930
2023-11-03 06:30:13,3055
2023-11-03 06:40:13,3165
2023-11-03 06:50:13,3270
2023-11-03 07:00:13,3365
2023-11-03 07:10:12,3450
2023-11-03 07:20:13,3535
2023-11-03 07:30:13,3575
2023-11-03 07:40:12,3625
2023-11-03 07:50:13,3715
2023-11-03 08:00:13,3715
2023-11-03 08:10:12,3765
2023-11-03 08:20:12,3760
2023-11-03 08:30:13,3740
2023-11-03 08:40:13,3765
2023-11-03 08:50:12,3800
2023-11-03 09:00:17,3770
2023-11-03 09:10:13,3785
2023-11-03 09:20:12,3800
2023-11-03 09:30:12,3785
2023-11-03 09:40:13,3815
2023-11-03 09:50:13,3790
2023-11-03 10:00:12,3810
2023-11-03 10:10:13,3800
2023-11-03 10:20:17,3805
2023-11-03 10:30:17,3805
2023-11-03 10:40:17,3795
2023-11-03 10:50:13,3805
2023-11-03 11:00:18,3805
2023-11-03 11:10:17,3795
2023-11-03 11:20:17,3800
2023-11-03 11:30:13,3815
2023-11-03 12:00:17,3795
2023-11-03 12:10:12,3775
2023-11-03 12:20:13,3790
2023-11-03 12:30:18,3810
2023-11-03 12:40:13,3780
2023-11-03 12:50:12,3775
2023-11-03 13:00:18,3800
2023-11-03 13:10:13,3780
2023-11-03 13:20:17,3770
2023-11-03 13:30:12,3765
2023-11-03 13:40:13,3720
2023-11-03 13:50:18,3615
2023-11-03 14:00:12,3420
2023-11-03 14:10:12,3130
2023-11-03 14:20:18,2850
2023-11-03 14:30:13,2620
2023-11-03 14:40:12,2410
2023-11-03 14:50:12,2215
2023-11-03 15:00:13,1995
2023-11-03 15:10:12,1785
2023-11-03 15:20:12,1665
2023-11-03 15:30:13,1475
2023-11-03 15:40:14,1235
2023-11-03 15:50:12,1100
2023-11-03 16:00:13,1030
2023-11-03 16:10:13,1000
2023-11-03 16:20:12,945
2023-11-03 16:30:13,940
2023-11-03 16:40:12,940
2023-11-03 16:50:12,990
2023-11-03 17:00:13,1105
2023-11-03 17:10:13,1215
2023-11-03 17:20:13,1290
2023-11-03 17:30:12,1375
2023-11-03 17:40:12,1580
2023-11-03 17:50:13,1805
2023-11-03 18:00:13,2000
2023-11-03 18:10:12,2175
2023-11-03 18:20:13,2390
2023-11-03 18:30:13,2575
2023-11-03 18:40:12,2740
2023-11-03 18:50:13,2895
2023-11-03 19:00:13,3035
2023-11-03 19:10:12,3150
2023-11-03 19:20:13,3260
2023-11-03 19:30:13,3380
2023-11-03 19:40:12,3460
2023-11-03 19:50:13,3530
2023-11-03 20:00:13,3580
2023-11-03 20:10:12,3605
2023-11-03 20:20:13,3665
2023-11-03 20:30:13,3685
2023-11-03 20:40:12,3725
2023-11-03 20:50:13,3745
2023-11-03 21:00:13,3760
2023-11-03 21:10:12,3780
2023-11-03 21:20:13,3805
2023-11-03 21:30:13,3855
2023-11-03 21:40:12,3830
2023-11-03 21:50:12,3855
2023-11-03 22:00:13,3890
2023-11-03 22:10:18,3865
2023-11-03 22:20:12,3900
2023-11-03 22:30:12,3880
2023-11-03 22:40:13,3915
2023-11-03 22:50:13,3920
2023-11-03 23:00:17,3915
2023-11-03 23:10:13,3925
2023-11-03 23:20:13,3920
2023-11-03 23:30:12,3935
2023-11-03 23:40:12,3935
2023-11-03 23:50:13,3945
2023-11-04 00:00:13,3940
2023-11-04 00:10:12,3945
2023-11-04 00:20:13,3945
2023-11-04 00:30:13,3970
2023-11-04 00:40:12,3950
2023-11-04 00:50:12,3960
2023-11-04 01:00:18,3950
2023-11-04 01:10:12,3925
2023-11-04 01:20:12,3910
2023-11-04 01:30:13,3845
2023-11-04 01:40:12,3725
2023-11-04 01:50:12,3530
2023-11-04 02:00:13,3300
2023-11-04 02:10:13,3060
2023-11-04 02:20:12,2865
2023-11-04 02:30:12,2695
2023-11-04 02:40:13,2535
2023-11-04 02:50:12,2365
2023-11-04 03:00:13,2215
2023-11-04 03:10:12,2080
2023-11-04 03:20:12,1950
2023-11-04 03:30:13,1875
2023-11-04 03:40:13,1705
2023-11-04 03:50:12,1530
2023-11-04 04:00:13,1405
2023-11-04 04:10:13,1350
2023-11-04 04:20:17,1320
2023-11-04 04:30:13,1270
2023-11-04 04:40:12,1240
2023-11-04 04:50:12,1225
2023-11-04 05:00:13,1265
2023-11-04 05:10:13,1335
2023-11-04 05:20:13,1425
2023-11-04 05:30:13,1520
2023-11-04 05:40:17,1540
2023-11-04 05:50:12,1645
2023-11-04 06:00:18,1845
2023-11-04 06:10:18,2070
2023-11-04 06:20:12,2260
2023-11-04 06:30:12,2450
2023-11-04 06:40:13,2665
2023-11-04 06:50:13,2835
2023-11-04 07:00:12,2995
2023-11-04 07:10:12,3150
2023-11-04 07:20:13,3310
2023-11-04 07:30:12,3420
2023-11-04 07:40:17,3530
2023-11-04 07:50:13,3635
2023-11-04 08:00:13,3715
2023-11-04 08:10:12,3790
2023-11-04 08:20:12,3850
2023-11-04 08:30:13,3910
2023-11-04 08:40:13,3995
2023-11-04 08:50:12,3990
2023-11-04 09:00:13,4035
2023-11-04 09:10:13,4025
2023-11-04 09:20:13,4030
2023-11-04 09:30:13,4055
2023-11-04 09:40:12,4045
2023-11-04 09:50:12,4015
2023-11-04 10:00:18,3985
2023-11-04 10:10:13,4010
2023-11-04 10:20:12,4010
2023-11-04 10:30:12,4010
2023-11-04 10:40:17,4010
2023-11-04 10:50:13,4030
2023-11-04 11:00:12,4010
2023-11-04 11:10:12,3995
2023-11-04 11:20:13,4010
2023-11-04 11:30:13,4000
2023-11-04 11:40:12,3990
2023-11-04 11:50:12,3995
2023-11-04 12:00:13,3985
2023-11-04 12:10:13,3980
2023-11-04 12:20:12,3985
2023-11-04 12:30:12,3980
2023-11-04 12:40:18,3990
2023-11-04 12:50:12,3990
2023-11-04 13:00:12,4000
2023-11-04 13:10:13,3985
2023-11-04 13:20:13,3970
2023-11-04 13:30:17,3990
2023-11-04 13:40:13,4005
2023-11-04 13:50:13,4015
2023-11-04 14:00:12,4050
2023-11-04 14:10:13,4035
2023-11-04 14:20:13,4025
2023-11-04 14:30:12,3950
2023-11-04 14:40:12,3830
2023-11-04 14:50:13,3590
2023-11-04 15:00:13,3370
2023-11-04 15:10:12,3085
2023-11-04 15:20:13,2810
2023-11-04 15:30:18,2560
2023-11-04 15:40:13,2335
2023-11-04 15:50:12,2155
2023-11-04 16:00:12,2035
2023-11-04 16:10:13,1905
2023-11-04 16:20:13,1720
2023-11-04 16:30:12,1540
2023-11-04 16:40:13,1460
2023-11-04 16:50:18,1440
2023-11-04 17:00:12,1450
2023-11-04 17:10:13,1430
2023-11-04 17:20:13,1460
2023-11-04 17:30:17,1510
2023-11-04 17:40:13,1610
2023-11-04 17:50:13,1705
2023-11-04 18:00:12,1675
2023-11-04 18:10:13,1770
2023-11-04 18:20:13,1960
2023-11-04 18:30:12,2140
2023-11-04 18:40:13,2305
2023-11-05 02:50:13,3225
2023-11-05 03:00:13,3015
2023-11-05 03:10:12,2815
2023-11-05 03:20:12,2620
2023-11-05 03:30:13,2440
2023-11-05 03:40:13,2255
2023-11-05 03:50:13,2070
2023-11-05 04:00:12,1985
2023-11-05 04:10:12,1820
2023-11-05 04:20:13,1620
2023-11-05 04:30:13,1475
2023-11-05 04:40:12,1395
2023-11-05 04:50:12,1365
2023-11-05 05:00:13,1300
2023-11-05 05:10:12,1265
2023-11-05 05:20:17,1255
2023-11-05 05:30:13,1325
2023-11-05 05:40:17,1395
2023-11-05 05:50:18,1500
2023-11-05 06:00:13,1560
2023-11-05 06:10:12,1600
2023-11-05 06:20:13,1755
2023-11-05 06:30:13,1965
2023-11-05 06:40:12,2115
2023-11-05 06:50:13,2290
2023-11-05 07:00:13,2490
2023-11-05 07:10:13,2670
2023-11-05 07:20:13,2880
2023-11-05 07:30:12,3020
2023-11-05 07:40:12,3170
2023-11-05 15:50:13,3505
2023-11-05 16:00:13,3235
2023-11-05 16:10:13,2980
2023-11-05 16:20:13,2750
2023-11-05 16:30:12,2520
2023-11-05 16:40:12,2350
2023-11-05 16:50:13,2180
2023-11-05 17:00:12,2070
2023-11-05 17:10:13,1885
2023-11-05 17:20:13,1735
2023-11-05 17:30:12,1635
2023-11-05 17:40:13,1585
2023-11-05 17:50:13,1535
2023-11-05 18:00:13,1490
2023-11-05 18:10:12,1455
2023-11-05 18:20:13,1475
2023-11-05 18:30:13,1530
2023-11-05 18:40:12,1600
2023-11-05 18:50:13,1705
2023-11-05 19:00:13,1740
2023-11-05 19:10:12,1775
2023-11-05 19:20:12,1905
2023-11-05 19:30:17,2105
2023-11-05 19:40:18,2275
2023-11-05 19:50:12,2445
2023-11-05 20:00:13,2645
2023-11-05 20:10:13,2820
2023-11-06 04:20:13,3200
2023-11-06 04:30:13,3010
2023-11-06 04:40:12,2820
2023-11-06 04:50:13,2635
2023-11-06 05:00:13,2515
2023-11-06 05:10:12,2410
2023-11-06 05:20:13,2335
2023-11-06 05:30:13,2245
2023-11-06 05:40:12,2190
2023-11-06 05:50:13,2080
2023-11-06 06:00:13,2015
2023-11-06 06:10:12,1970
2023-11-06 06:20:12,1980
2023-11-06 06:30:13,2055
2023-11-06 06:40:13,2095
2023-11-06 06:50:13,2125
2023-11-06 07:00:13,2195
2023-11-06 07:10:13,2255
2023-11-06 07:20:12,2385
2023-11-06 07:30:13,2385
2023-11-06 07:40:13,2485
2023-11-06 07:50:12,2615
2023-11-06 08:00:12,2805
2023-11-06 08:10:13,2955
2023-11-06 08:20:12,3130
2023-11-06 08:30:12,3255
2023-11-06 08:40:17,3390
2023-11-06 08:50:18,3520
2023-11-06 09:00:13,3680
2023-11-06 09:10:12,3810
2023-11-06 17:20:13,3900
2023-11-06 17:30:12,3670
2023-11-06 17:40:12,3430
2023-11-06 17:50:13,3180
2023-11-06 18:00:12,2940
2023-11-06 18:10:13,2710
2023-11-06 18:20:12,2525
2023-11-06 18:30:12,2370
2023-11-06 18:40:13,2275
2023-11-06 18:50:12,2135
2023-11-06 19:00:12,2005
2023-11-06 19:10:13,1895
2023-11-06 19:20:13,1865
2023-11-06 19:30:12,1825
2023-11-06 19:40:13,1815
2023-11-06 19:50:13,1805
2023-11-06 20:00:12,1855
2023-11-06 20:10:13,1955
2023-11-06 20:20:13,2095
2023-11-06 20:30:12,2140
2023-11-06 20:40:13,2210
2023-11-06 20:50:13,2325
2023-11-06 21:00:12,2530
2023-11-07 05:10:12,3905
2023-11-07 05:20:13,3770
2023-11-07 05:30:13,3620
2023-11-07 05:40:12,3470
2023-11-07 05:50:13,3300
2023-11-07 06:00:13,3140
2023-11-07 06:10:12,3020
2023-11-07 06:20:13,2875
2023-11-07 06:30:13,2770
2023-11-07 06:40:12,2630
2023-11-07 06:50:12,2490
2023-11-07 07:00:13,2420
2023-11-07 07:10:12,2385
2023-11-07 07:20:12,2320
2023-11-07 07:30:18,2215
2023-11-07 07:40:13,2175
2023-11-07 07:50:12,2145
2023-11-07 08:00:17,2200
2023-11-07 08:10:13,2225
2023-11-07 08:20:17,2220
2023-11-07 08:30:12,2270
